PLATE_NO,ROLLING_DATE,SCALE,SPEC,STEEL_KIND,PT_THK,PT_WDTH,PT_LTH,PT_WGT,FUR_NO,FUR_NO_ROW,FUR_HZ_TEMP,FUR_HZ_TIME,FUR_SZ_TEMP,FUR_SZ_TIME,FUR_TIME,ROLLING_TEMP_T5,HSB,ROLLING_DESCALING,WORK_GR,Vol
PB562774,2008-08-01:00:00:15,0,AB/EH32-TM,T1,32.25,3707,15109,14180,1호기,1,1144,116,1133,59,282,934,1,8,2조,7.850335265930447
PB562775,2008-08-01:00:00:16,0,AB/EH32-TM,T1,32.25,3707,15109,14180,1호기,2,1144,122,1135,53,283,937,1,8,2조,7.850335265930447
PB562776,2008-08-01:00:00:59,0,NV-E36-TM,T8,33.27,3619,19181,18130,2호기,1,1129,116,1121,55,282,889,1,8,3조,7.850280498095141
PB562777,2008-08-01:00:01:24,0,NV-E36-TM,T8,33.27,3619,19181,18130,2호기,2,1152,125,1127,68,316,885,1,8,3조,7.850280498095141
PB562778,2008-08-01:00:01:44,0,BV-EH36-TM,T8,38.33,3098,13334,12430,3호기,1,1140,134,1128,48,314,873,1,8,1조,7.850375765943679
PB562779,2008-08-01:00:02:06,0,BV-EH36-TM,T8,38.33,3098,13334,12430,3호기,2,1143,127,1128,57,314,874,1,8,4조,7.850375765943679
PB562780,2008-08-01:00:02:28,0,BV-EH36-TM,T8,38.33,3099,16719,15590,1호기,1,1138,126,1130,50,289,878,1,8,2조,7.85010420790245
PB562781,2008-08-01:00:02:21,0,BV-EH36-TM,T8,38.33,3099,16719,15590,1호기,2,1139,126,1131,52,294,870,1,8,4조,7.85010420790245
PB562782,2008-08-01:00:02:51,0,BV-EH36-TM,T8,38.33,3099,16719,15590,2호기,1,1127,126,1122,52,293,873,1,8,1조,7.85010420790245
PB562783,2008-08-01:00:03:15,0,COMMON,T8,38.43,3129,16187,15280,2호기,2,1135,119,1124,73,298,881,1,8,4조,7.850205756776859
PB562784,2008-08-01:00:03:24,0,COMMON,T8,38.43,3129,16187,15280,3호기,1,1127,134,1123,58,297,869,1,8,2조,7.850205756776859
PB562785,2008-08-01:00:04:15,1,COMMON,T8,38.43,3129,16187,30560,3호기,2,1131,120,1125,68,299,1057,1,8,2조,15.700411513553718
PB562786,2008-08-01:00:04:20,0,COMMON,T8,38.43,3129,16187,15280,1호기,1,1132,125,1127,62,290,820,1,8,3조,7.850205756776859
PB562787,2008-08-01:00:05:47,0,COMMON,T0,30.23,1940,34797,16020,1호기,2,1119,130,1120,65,324,926,1,8,4조,7.850201989328271
PB562788,2008-08-01:00:05:25,0,GL-E32-TM,T1,34.28,2207,30543,18140,2호기,1,1119,126,1119,72,311,931,1,8,3조,7.8502311394109165
PB562789,2008-08-01:00:05:16,1,GL-E32-TM,T1,50.46,2185,21767,37680,3호기,1,1127,127,1123,71,312,929,1,5,2조,15.700505283473847
PB562790,2008-08-01:01:10:14,0,GL-E32-TM,T1,50.46,2200,21756,37920,2호기,2,1134,127,1124,92,329,929,1,6,2조,15.700712150516805
PB562791,2008-08-01:01:10:14,0,GL-E32-TM,T1,50.46,2200,21756,37920,3호기,2,1124,117,1124,87,315,929,1,6,3조,15.700712150516805
PB562792,2008-08-01:01:10:44,0,GL-E32-TM,T1,50.46,2200,21756,37920,1호기,1,1129,122,1125,78,313,925,1,6,2조,15.700712150516805
PB562793,2008-08-01:01:11:01,0,GL-E32-TM,T1,50.46,2200,21756,37920,2호기,2,1124,54,1127,78,312,928,1,6,2조,15.700712150516805
PB562794,2008-08-01:01:11:08,0,BV-EH36-TM,T8,50.46,2000,24500,38820,1호기,2,1110,123,1116,81,334,860,1,6,1조,15.700453784367493
PB562795,2008-08-01:01:12:45,0,GL-E36-TM,T8,44.39,2040,27501,39100,2호기,1,1114,64,1120,82,335,836,1,6,4조,15.700481043898606
PB562796,2008-08-01:01:12:49,0,GL-E36-TM,T8,44.39,2040,27501,39100,3호기,1,1113,124,1120,82,334,832,1,6,1조,15.700481043898606
PB562797,2008-08-01:01:13:47,0,GL-E36-TM,T8,48.44,2095,24490,39020,3호기,2,1118,71,1124,86,336,832,1,6,3조,15.700385577891051
PB562798,2008-08-01:01:13:05,0,GL-E36-TM,T8,48.44,2095,24490,39020,1호기,1,1117,69,1120,88,347,832,1,6,3조,15.700385577891051
PB562799,2008-08-01:01:14:20,0,GL-E36-TM,T8,48.44,2000,25588,38920,1호기,2,1108,62,1117,97,351,841,1,6,3조,15.700097860178317
PB562800,2008-08-01:01:14:53,0,COMMON,T1,45.4,2150,18453,14140,2호기,1,1123,62,1123,101,332,933,1,6,1조,7.8503336444541585
PB562801,2008-08-01:01:14:25,0,COMMON,T1,45.4,2150,18453,14140,2호기,2,1132,70,1126,95,344,933,1,6,1조,7.8503336444541585
PB562802,2008-08-01:01:15:39,0,COMMON,T1,45.4,2150,18453,14140,3호기,1,1129,43,1125,109,335,937,1,6,4조,7.8503336444541585
PB562803,2008-08-01:01:15:14,0,COMMON,T1,45.4,2090,18419,13720,3호기,2,1134,70,1127,94,335,930,1,6,1조,7.850294050215107
PB562804,2008-08-01:01:15:59,0,COMMON,T1,45.4,2090,18419,13720,1호기,1,1124,78,1124,94,335,936,1,6,1조,7.850294050215107
PB562805,2008-08-01:01:15:34,0,COMMON,T1,45.4,2090,18419,13720,1호기,2,1126,74,1125,92,334,933,1,6,1조,7.850294050215107
PB562806,2008-08-01:02:20:52,0,COMMON,T8,44.9,3125,14008,15430,2호기,1,1111,61,1123,108,336,838,1,6,3조,7.8504297258073334
PB562807,2008-08-01:02:20:28,0,GL-E36-TM,T8,44.39,2495,15677,27260,2호기,2,1133,75,1127,91,347,837,1,6,3조,15.700272786108718
PB562808,2008-08-01:02:21:27,0,AB/EH36-TM,T8,51.27,3060,12407,15280,3호기,1,1133,57,1125,103,339,862,1,6,4조,7.8500392477867695
PB562809,2008-08-01:02:21:11,0,AB/EH36-TM,T8,51.27,3060,12407,15280,3호기,2,1127,63,1128,106,337,862,1,6,4조,7.8500392477867695
PB562810,2008-08-01:02:21:37,0,AB/EH36-TM,T8,51.27,3060,12407,15280,1호기,1,1133,70,1126,91,337,861,1,6,2조,7.8500392477867695
PB562811,2008-08-01:02:21:17,0,AB/EH36-TM,T8,51.27,3060,12407,15280,1호기,2,1122,57,1123,105,337,862,1,6,4조,7.8500392477867695
PB562812,2008-08-01:02:22:11,0,AB/EH36-TM,T8,51.27,3060,12407,15280,2호기,1,1133,84,1124,81,338,856,1,6,2조,7.8500392477867695
PB562813,2008-08-01:02:22:16,0,AB/EH36-TM,T8,51.27,3060,12407,15280,2호기,2,1133,93,1127,75,330,860,1,6,3조,7.8500392477867695
PB562814,2008-08-01:02:22:18,0,GL-E36-TM,T8,55.51,3765,11398,37400,3호기,1,1126,62,1125,106,340,863,1,6,3조,15.700256283893276
PB562815,2008-08-01:02:23:09,0,GL-E36-TM,T8,55.51,3765,11398,37400,3호기,2,1132,95,1128,80,341,864,1,6,1조,15.700256283893276
PB562816,2008-08-01:02:23:26,0,BV-EH36-TM,T8,55.5,3302,11017,31700,1호기,1,1137,89,1131,83,341,864,1,6,4조,15.70094747496315
PB562817,2008-08-01:02:23:09,0,COMMON,T8,55.5,3302,11017,15850,1호기,2,1127,72,1128,100,339,845,1,6,3조,7.850473737481575
PB562818,2008-08-01:02:24:27,0,KS-HSB600,T5,40.0,3990,13896,34820,2호기,1,1112,77,1124,97,359,808,1,6,1조,15.700232157826921
PB562819,2008-08-01:02:24:44,0,NV-E36-TM,T8,60.58,3105,12386,18290,2호기,2,1125,90,1128,90,345,845,1,6,4조,7.85039946597155
PB562820,2008-08-01:02:25:45,0,COMMON,T8,60.58,2498,11987,14240,3호기,1,1126,73,1126,107,344,850,1,6,1조,7.8501468485305645
PB562821,2008-08-01:02:25:17,0,LR-EH36-TM,T8,64.48899999999999,3505,7969,14140,3호기,2,1135,106,1130,84,358,852,1,6,1조,7.850040868243079
PB562822,2008-08-01:02:25:50,0,COMMON,T8,60.58,2498,11987,14240,1호기,1,1139,101,1128,82,352,845,1,6,3조,7.8501468485305645
PB562823,2008-08-01:03:30:18,0,COMMON,T8,60.63,2498,11977,14240,1호기,2,1129,84,1128,98,346,845,1,6,4조,7.850221980879657
PB562824,2008-08-01:03:30:48,0,LR-EH36-TM,T8,64.48899999999999,3505,7969,14140,2호기,1,1131,106,1125,76,345,847,1,6,2조,7.850040868243079
PB562825,2008-08-01:03:30:07,0,COMMON,T8,60.58,2498,11987,14240,2호기,2,1137,116,1129,71,345,849,1,6,4조,7.8501468485305645
PB562826,2008-08-01:03:31:44,0,AB/EH36-TM,T8,64.12,3110,10387,16260,3호기,1,1130,84,1129,101,345,845,1,6,4조,7.850123820041636
PB562827,2008-08-01:03:31:31,0,AB/EH36-TM,T8,64.12,3110,10387,16260,3호기,2,1140,114,1132,74,357,844,1,6,2조,7.850123820041636
PB562828,2008-08-01:03:31:37,0,BV-EH36-TM,T8,60.57,2085,16583,32880,1호기,1,1141,113,1133,73,332,852,1,6,1조,15.700196036766153
PB562829,2008-08-01:03:32:13,0,NV-E36-TM,T8,65.64,3195,11832,19480,1호기,2,1142,121,1135,75,346,853,1,6,1조,7.850392242446529
PB562830,2008-08-01:03:32:10,0,BV-EH36-TM,T8,67.65,3303,11020,38660,2호기,1,1137,110,1128,75,341,851,1,6,2조,15.70015285057216
PB562831,2008-08-01:03:32:50,0,BV-EH36-TM,T8,67.65,3303,11020,38660,2호기,2,1134,111,1129,72,343,850,1,6,4조,15.70015285057216
PB562832,2008-08-01:03:32:34,0,COMMON,T8,65.69,2498,11978,15430,3호기,1,1138,99,1129,86,352,847,1,6,2조,7.8503662982817595
PB562833,2008-08-01:03:33:48,0,COMMON,T8,65.64,2498,11987,15430,3호기,2,1137,109,1132,73,352,849,1,6,1조,7.8504475130947435
PB562834,2008-08-01:03:33:52,1,COMMON,T8,65.69,2498,11978,15430,1호기,1,1142,110,1134,73,343,851,1,5,4조,7.8503662982817595
PB562835,2008-08-01:03:33:38,0,COMMON,T8,65.64,2498,11987,15430,1호기,2,1144,110,1136,72,346,847,1,6,3조,7.8504475130947435
PB562836,2008-08-01:03:34:08,0,COMMON,T8,65.64,2498,11987,15430,2호기,1,1137,98,1129,73,344,847,1,6,2조,7.8504475130947435
PB562837,2008-08-01:03:34:02,0,COMMON,T8,65.64,2498,11987,15430,2호기,2,1135,101,1130,73,352,844,1,6,1조,7.8504475130947435
PB562838,2008-08-01:03:34:26,0,BV-EH36-TM,T8,70.7,2745,11014,16780,3호기,1,1142,109,1130,73,356,840,1,6,2조,7.850279539729278
PB562839,2008-08-01:03:34:14,0,BV-EH36-TM,T8,70.7,2745,11014,16780,3호기,2,1145,109,1134,69,350,846,1,6,1조,7.850279539729278
PB562840,2008-08-01:03:35:27,0,BV-EH36-TM,T8,73.71,2725,11009,17360,1호기,1,1144,112,1134,67,341,844,1,6,1조,7.850709931270653
PB562841,2008-08-01:03:35:50,0,BV-EH36-TM,T8,73.71,2725,11009,17360,1호기,2,1147,122,1138,51,352,846,1,6,1조,7.850709931270653
PB562842,2008-08-01:03:35:38,0,BV-EH36-TM,T8,73.71,2725,11009,17360,2호기,1,1136,115,1126,55,288,844,1,6,3조,7.850709931270653
PB562843,2008-08-01:04:40:56,0,BV-EH36-TM,T8,73.71,2725,11009,17360,2호기,2,1138,110,1130,56,344,849,1,6,3조,7.850709931270653
PB562844,2008-08-01:04:40:12,0,BV-EH36-TM,T8,73.71,2725,11009,17360,3호기,1,1139,107,1129,67,346,834,1,6,2조,7.850709931270653
PB562845,2008-08-01:04:40:16,1,BV-EH36-TM,T8,73.71,2725,11009,17360,3호기,2,1142,93,1134,61,355,847,0,6,1조,7.850709931270653
PB562846,2008-08-01:04:41:42,0,NV-E36-TM,T8,70.6,2265,12913,16210,1호기,1,1129,91,1126,61,296,842,1,6,3조,7.850240399228998
PB562847,2008-08-01:04:41:29,0,COMMON,T8,73.71,2725,9785,15430,1호기,2,1123,106,1124,62,310,845,1,6,4조,7.850768626405055
PB562848,2008-08-01:04:42:25,0,COMMON,T8,73.71,2725,9754,15380,2호기,2,1113,96,1122,68,310,773,1,6,3조,7.8501990052117065
PB562849,2008-08-01:04:43:58,0,GL-E36-TM,T8,75.71,2500,14126,41980,2호기,1,1133,94,1125,76,304,859,1,6,4조,15.701096307169848
PB562850,2008-08-01:04:41:04,0,GL-E36-TM,T8,75.71,2500,14093,41880,3호기,1,1126,103,1125,61,275,843,1,6,4조,15.700372854801367
PB562851,2008-08-01:04:43:30,0,COMMON,T8,75.71,2725,9749,15790,3호기,2,1123,79,1126,61,291,760,1,6,1조,7.850590181870372
PB562852,2008-08-01:04:44:30,0,GL-E36-TM,T8,75.71,2505,9249,13770,1호기,1,1132,79,1127,83,319,842,1,6,2조,7.8501541417914416
PB562853,2008-08-01:04:45:03,1,GL-E36-TM,T8,75.71,2505,9249,13770,1호기,2,1142,82,1131,69,314,847,0,6,4조,7.8501541417914416
PB562854,2008-08-01:05:50:36,0,GL-E36-TM,T8,75.71,2500,9018,13400,2호기,1,1132,78,1124,85,316,843,1,6,1조,7.850572208581854
PB562855,2008-08-01:05:50:06,0,GL-E36-TM,T8,75.71,2500,9018,13400,2호기,2,1131,77,1125,95,325,844,1,6,4조,7.850572208581854
PB562856,2008-08-01:05:51:17,0,GL-E36-TM,T8,75.71,2500,9267,13770,3호기,1,1132,77,1124,101,323,843,1,6,4조,7.8505760018068305
PB562857,2008-08-01:05:51:45,0,GL-E36-TM,T8,75.71,2500,9584,14240,3호기,2,1131,80,1126,98,331,843,1,6,1조,7.850004928303657
PB562858,2008-08-01:05:52:21,0,AB/EH36-TM,T8,75.81,2498,9538,14180,1호기,1,1130,79,1125,98,321,840,1,6,2조,7.850548158294541
PB562859,2008-08-01:05:52:32,1,AB/EH36-TM,T8,83.32,2560,10409,17430,1호기,2,1124,77,1124,99,342,846,0,6,2조,7.8505331532265075
PB562860,2008-08-01:05:52:22,0,AB/EH36-TM,T8,83.32,2560,10409,17430,2호기,1,1116,77,1122,100,342,839,1,6,3조,7.8505331532265075
PB562861,2008-08-01:05:53:45,0,AB/EH36-TM,T8,89.63,2560,10381,18700,2호기,2,1130,78,1125,100,332,843,1,6,1조,7.850712144866227
PB562862,2008-08-01:05:53:58,0,AB/EH36-TM,T8,89.63,2560,10381,18700,3호기,1,1129,87,1123,104,332,844,1,6,3조,7.850712144866227
PB562863,2008-08-01:05:53:39,0,AB/EH36-TM,T8,89.63,2560,10381,18700,3호기,2,1129,78,1126,100,338,841,1,6,3조,7.850712144866227
PB562864,2008-08-01:05:54:08,0,BV-B,C0,20.13,3575,39279,66570,3호기,1,1129,76,1126,118,336,934,1,8,1조,23.550401375983196
PB562865,2008-08-01:05:54:28,0,BV-B,C0,20.13,3575,39545,67020,3호기,2,1140,68,1132,104,348,911,1,8,4조,23.550114478237074
PB562866,2008-08-01:05:54:29,0,LR-B,C0,17.1,3370,39613,35840,2호기,2,1130,71,1130,112,348,935,1,10,1조,15.700166415324478
PB562867,2008-08-01:05:54:26,0,JS-SM490YB,C0,14.09,3284,51234,93050,1호기,1,1140,80,1131,117,352,915,1,10,2조,39.25038960480026
PB562868,2008-08-01:05:55:53,0,JS-SM490YB,C0,14.09,3284,51234,93050,1호기,2,1142,74,1132,123,353,923,1,10,4조,39.25038960480026
PB562869,2008-08-01:05:55:44,0,JS-SM490YB,C0,14.09,3284,51234,93050,2호기,1,1142,75,1131,122,353,913,1,10,1조,39.25038960480026
PB562870,2008-08-01:05:55:04,0,BV-B,C0,20.43,3431,41254,68100,3호기,1,1134,69,1132,119,343,977,1,8,1조,23.55005701916255
PB562871,2008-08-01:05:55:16,0,BV-B,C0,20.43,3431,40327,66570,3호기,2,1135,68,1142,103,342,985,1,8,3조,23.55014345810961
PB562872,2008-08-01:06:60:50,0,JS-SM490YB,C0,14.09,3284,51234,93050,1호기,1,1143,65,1136,118,354,955,1,10,3조,39.25038960480026
PB562873,2008-08-01:06:60:13,0,JS-SM490YB,C0,14.09,3284,49142,89250,1호기,2,1140,65,1136,119,355,955,1,10,3조,39.25014411084671
PB562874,2008-08-01:06:60:32,0,JS-SM490YB,C0,14.09,3284,51234,93050,2호기,1,1147,83,1141,108,360,950,1,10,4조,39.25038960480026
PB562875,2008-08-01:06:60:12,0,JS-SM490YB,C0,14.09,3284,49142,89250,2호기,2,1136,72,1145,117,360,952,1,10,3조,39.25014411084671
PB562876,2008-08-01:06:61:33,0,JS-SM490YB,C0,14.09,3284,49142,89250,1호기,1,1131,70,1141,120,352,956,1,10,4조,39.25014411084671
PB562877,2008-08-01:06:61:18,0,JS-SM490YB,C0,14.09,3284,49142,89250,1호기,2,1133,69,1143,123,359,920,1,10,1조,39.25014411084671
PB562878,2008-08-01:06:61:27,0,JS-SM490YB,C0,14.09,3284,44874,81500,2호기,2,1145,114,1150,78,348,959,1,10,1조,39.25081542966086
PB562879,2008-08-01:06:61:49,0,JS-SM490YB,C0,14.09,3284,49142,89250,2호기,1,1140,101,1151,95,352,918,1,10,4조,39.25014411084671
PB562880,2008-08-01:06:62:02,0,JS-SM490YB,C0,14.09,3094,41815,71550,3호기,1,1129,65,1148,131,363,930,1,10,3조,39.25059408704917
PB562881,2008-08-01:06:62:20,1,JS-SM490YB,C0,14.09,3094,41815,85860,3호기,2,1151,104,1155,75,349,930,1,9,4조,47.100712904459
PB562882,2008-08-01:06:62:05,0,JS-SM490YB,C0,14.09,3094,41815,71550,1호기,1,1154,121,1156,72,360,944,1,10,4조,39.25059408704917
PB562883,2008-08-01:06:62:16,0,JS-SM490YB,C0,14.09,3094,41815,71550,1호기,2,1144,88,1154,107,362,930,1,10,2조,39.25059408704917
PB562884,2008-08-01:06:63:42,0,JS-SM490YB,C0,16.09,3094,39637,77450,2호기,2,1144,118,1157,72,343,976,1,10,3조,39.25041852473709
PB562885,2008-08-01:06:63:16,0,JS-SM490YB,C0,16.09,2813,49732,70680,2호기,1,1151,117,1158,80,366,956,1,10,2조,31.400375355228554
PB562886,2008-08-01:06:63:49,1,KR-B,C0,15.59,3105,54290,82520,3호기,1,1148,103,1153,91,356,937,0,10,2조,31.40014531634895
PB562887,2008-08-01:06:63:19,0,JS-SM490YB,C0,18.1,3094,41786,91850,3호기,2,1150,118,1158,73,345,950,1,10,4조,39.25088709111596
PB562888,2008-08-01:06:64:58,1,JS-SM490YB,C0,18.1,3094,41786,91850,1호기,1,1158,130,1162,54,345,1004,1,10,2조,39.25088709111596
PB562889,2008-08-01:06:64:53,0,JS-SM490YB,C0,18.1,3094,41786,91850,1호기,2,1159,132,1164,54,358,961,1,10,3조,39.25088709111596
PB562890,2008-08-01:06:64:16,0,JS-SM490YB,C0,18.1,3094,41786,91850,2호기,1,1146,108,1163,88,351,996,1,10,2조,39.25088709111596
PB562891,2008-08-01:06:65:45,1,JS-SM490YB,C0,18.1,3094,41786,91850,2호기,2,1144,128,1159,65,332,995,1,9,4조,39.25088709111596
PB562892,2008-08-01:06:65:33,0,JS-SM490YB,C0,18.1,3094,41786,91850,3호기,1,1141,106,1156,87,356,953,1,10,1조,39.25088709111596
PB562893,2008-08-01:06:65:57,0,LR-A,C0,17.4,2886,43100,33980,3호기,2,1134,119,1158,72,352,956,1,10,4조,15.700031701311808
PB562894,2008-08-01:06:65:03,0,JS-SM490YB,C0,20.1,3094,39288,95900,1호기,1,1167,131,1165,55,333,992,1,8,2조,39.25024023782807
PB562895,2008-08-01:07:70:37,0,JS-SM490YB,C0,20.1,3094,39288,115080,1호기,2,1169,136,1167,56,350,988,1,8,4조,47.100288285393695
PB562896,2008-08-01:07:70:29,0,JS-SM490A,C0,21.11,3034,43220,86920,3호기,1,1135,120,1157,67,345,982,1,8,3조,31.40010825453926
PB562897,2008-08-01:07:70:56,0,KS-SM400B,C0,14.06,2654,53904,78950,2호기,1,1165,135,1164,61,351,967,1,10,2조,39.25047361292901
PB562898,2008-08-01:07:70:36,0,JS-SM490YB,C0,15.09,2472,43234,50640,2호기,2,1143,118,1162,79,347,975,1,10,2조,31.400066844164662
PB562899,2008-08-01:07:71:04,1,JS-SM490YB,C0,16.09,2552,36794,47440,3호기,2,1155,119,1166,72,330,1008,1,10,3조,31.400095012366684
PB562900,2008-08-01:07:71:24,1,JS-SM490YB,C0,16.09,2512,37380,35580,1호기,1,1172,130,1166,62,329,1018,1,10,4조,23.550003040770036
PB562901,2008-08-01:07:71:21,1,JS-SM490YB,C0,16.09,2561,42940,55560,1호기,2,1170,129,1167,64,345,1006,1,10,3조,31.40035618106731
PB562902,2008-08-01:07:71:32,0,BV-B,C0,15.38,2580,42376,13200,2호기,1,1165,113,1164,71,346,999,1,10,1조,7.850149540210461
PB562903,2008-08-01:07:72:20,1,BV-B,C0,16.6,2476,42678,55080,2호기,2,1163,121,1163,70,339,1005,1,10,3조,31.400108165779137
PB562904,2008-08-01:07:72:35,1,BV-B,C0,18.11,2477,43959,77400,3호기,1,1162,134,1162,62,317,1008,1,9,1조,39.25081686469732
PB562905,2008-08-01:07:72:46,1,JS-SM400B,C0,18.1,2520,42675,61120,3호기,2,1167,130,1166,63,319,1012,1,10,3조,31.400076065040285
PB562906,2008-08-01:07:72:58,1,BV-B,C0,18.62,2761,42867,69200,1호기,1,1171,111,1165,60,317,1002,1,10,1조,31.400525789227792
PB562907,2008-08-01:07:73:03,1,AB/B,C0,19.13,2440,39981,73250,1호기,2,1171,110,1167,61,317,1023,1,10,4조,39.250860315574485
PB562908,2008-08-01:07:73:30,1,JS-SM490YB,C0,20.1,2569,48945,99200,3호기,1,1171,92,1166,56,311,1015,1,8,4조,39.25031781396797
PB562909,2008-08-01:07:73:53,1,KS-SS400,C0,20.1,2469,41070,80000,2호기,1,1166,114,1165,60,353,1021,1,8,2조,39.25076601169389
PB562910,2008-08-01:07:73:14,1,KS-SS400,C0,20.1,2664,45986,57990,2호기,2,1159,95,1165,65,318,1011,1,8,1조,23.550340778621155
PB562911,2008-08-01:07:74:32,1,JS-SM490YB,C0,20.1,2433,42694,65560,3호기,2,1172,80,1169,72,328,1013,1,8,3조,31.40030979198877
PB562912,2008-08-01:07:74:01,1,JS-SM490YB,C0,20.1,2569,48822,98950,1호기,2,1162,111,1164,69,316,1019,1,8,2조,39.250036999694935
PB562913,2008-08-01:07:74:30,1,JS-SM490YB,C0,20.1,2554,48761,98250,1호기,1,1169,76,1166,74,330,1006,1,8,2조,39.25030221875793
PB562914,2008-08-01:07:74:28,1,JS-SM490YB,C0,20.1,2569,44751,90700,2호기,1,1176,94,1170,59,319,1026,1,8,1조,39.25042656512155
PB562915,2008-08-01:07:75:52,1,JS-SM490YB,C0,20.1,2493,38667,76050,2호기,2,1171,91,1170,57,315,1027,1,7,4조,39.25006714745881
PB562916,2008-08-01:07:75:52,1,JS-SM490YB,C0,20.1,2554,45833,92350,3호기,1,1175,91,1167,60,314,1020,1,8,3조,39.25018106219027
PB562917,2008-08-01:07:75:35,1,JS-SM490YB,C0,20.1,2569,48822,98950,3호기,2,1175,88,1169,61,314,1014,1,8,1조,39.250036999694935
PB562918,2008-08-01:07:75:49,1,JS-SM490YB,C0,20.1,2469,33472,65200,1호기,1,1173,57,1168,73,325,1022,1,8,3조,39.250824643932795
PB562919,2008-08-01:08:80:22,1,KR-A,C0,21.15,2684,49908,111200,3호기,1,1167,78,1165,63,299,1007,1,8,1조,39.250187671172064
PB562920,2008-08-01:08:80:12,1,NV-A,C0,22.16,2634,49999,22910,3호기,2,1171,89,1167,50,297,1007,1,8,4조,7.850155221350139
PB562921,2008-08-01:08:80:23,1,JS-SM490YB,C0,20.1,2573,36528,74150,2호기,1,1176,73,1169,56,314,1017,1,7,4조,39.250881768438674
PB562922,2008-08-01:08:80:35,1,LR-B,C0,20.43,2641,42072,17820,2호기,2,1175,85,1167,58,330,1006,1,8,3조,7.85014672414267
PB562923,2008-08-01:08:81:49,1,KR-A,C0,22.66,2782,43466,86040,1호기,2,1174,58,1169,82,320,1007,1,8,1조,31.400292589164255
PB562924,2008-08-01:08:81:45,1,JS-SS400,C0,25.12,2466,31422,76400,1호기,1,1166,73,1164,57,298,1022,1,8,3조,39.25064763264452
PB562925,2008-08-01:08:81:03,1,KS-SM400A,C0,30.0,2530,37847,90200,3호기,1,1168,89,1164,50,296,1031,1,7,4조,31.40026414514887
PB562926,2008-08-01:08:81:05,1,JS-SS400,C0,35.15,2466,31229,106250,1호기,2,1159,61,1162,72,303,1030,1,8,4조,39.25115668589919
PB562927,2008-08-01:08:81:45,1,JS-SS400,C0,35.15,2466,31229,106250,3호기,2,1164,79,1167,61,296,1062,1,8,3조,39.25115668589919
PB562928,2008-08-01:08:82:22,1,JS-SS400,C0,40.16,2464,25077,77920,2호기,1,1174,74,1167,60,312,1078,1,6,3조,31.400673002229457
PB562929,2008-08-01:08:82:02,1,JS-SS400,C0,40.16,2464,25077,77920,2호기,2,1167,77,1165,58,308,1066,1,6,1조,31.400673002229457
PB562930,2008-08-01:08:82:59,1,JS-SS400,C0,55.2,2503,15286,49740,1호기,1,1155,77,1155,55,326,1056,1,6,4조,23.551143482504735
PB562931,2008-08-01:08:82:11,1,JS-SS400,C0,80.28,2503,10511,33160,1호기,2,1157,68,1159,67,312,1068,1,6,3조,15.700094713298526
PB562932,2008-08-01:08:82:39,1,JS-SM490A,C0,40.16,2170,33415,45720,3호기,1,1155,73,1161,55,309,1054,1,6,3조,15.70042173365727
PB562933,2008-08-01:08:82:57,1,KS-SM490B,C0,35.15,2000,29862,32960,2호기,1,1162,80,1162,47,326,1054,1,8,4조,15.700482056244882
PB562934,2008-08-01:08:83:13,1,KS-SM490B,C0,35.15,2000,29862,32960,2호기,2,1159,83,1160,52,330,1053,1,8,1조,15.700482056244882
PB562935,2008-08-01:08:83:08,0,V42JBN3,C3,32.06,2200,37440,62190,3호기,2,1172,78,1167,52,295,902,1,8,2조,23.550412469626444
PB562936,2008-08-01:08:83:45,0,V42JBN3,C3,32.06,2200,37440,62190,1호기,1,1163,77,1160,64,309,907,1,8,1조,23.550412469626444
PB562937,2008-08-01:08:85:20,1,V42JBN3,C3,32.06,2200,37440,62190,1호기,2,1166,75,1166,72,316,901,0,8,2조,23.550412469626444
PB562938,2008-08-01:08:85:49,1,LR-A,C0,22.15,2275,36504,28880,2호기,1,1162,74,1163,65,322,1005,1,7,1조,15.700070463851569
PB562939,2008-08-01:08:85:49,1,KS-SM400B,C0,22.2,2200,36463,13980,2호기,2,1164,71,1165,73,319,1006,1,8,1조,7.850171029284103
PB562940,2008-08-01:08:84:38,1,KR-A,C0,21.14,2200,41688,30440,3호기,1,1174,76,1167,49,302,1037,1,8,4조,15.70022672860404
PB562941,2008-08-01:08:85:27,0,JS-SM490YB,C0,20.1,2569,44628,72360,3호기,2,1173,78,1167,55,309,976,1,8,3조,31.400095728425175
PB562942,2008-08-01:09:90:22,1,JS-SM490YB,C0,20.1,2574,45600,92600,1호기,1,1165,78,1163,71,314,1004,1,8,4조,39.25017017449591
PB562943,2008-08-01:09:90:57,1,JS-SS400,C1,20.18,2240,36748,65200,1호기,2,1171,99,1167,54,318,1005,1,8,4조,39.250456106674385
PB562944,2008-08-01:09:90:50,1,JS-SM490YB,C0,20.1,2040,42841,68950,2호기,1,1165,76,1165,62,319,1024,1,8,2조,39.25079396073383
PB562945,2008-08-01:09:91:43,1,LR-B,C0,20.13,2200,43492,60480,2호기,2,1161,62,1166,75,316,1027,1,8,4조,31.400455453637957
PB562946,2008-08-01:09:90:45,1,JS-SM490YB,C0,20.1,2160,41723,71100,3호기,1,1170,66,1167,60,306,1018,1,8,4조,39.25041602459942
